Date,Hour,Location,Vehicle_Count,Avg_Speed,Congestion_Level,Day,Day_Name,Day_of_Week,Month,Is_Weekend,Time_Period,Traffic_Category,Is_Peak_Hour
2026-01-01,22,Junction_A,194,30,Medium,1,Thursday,3,1,False,Night,Medium,False
2026-01-01,22,Junction_B,270,54,High,1,Thursday,3,1,False,Night,High,True
2026-01-01,22,Junction_C,232,42,High,1,Thursday,3,1,False,Night,High,False
2026-01-01,23,Junction_A,53,55,Low,1,Thursday,3,1,False,Night,Low,False
2026-01-01,23,Junction_B,194,59,Medium,1,Thursday,3,1,False,Night,Medium,False
2026-01-01,23,Junction_C,183,58,Medium,1,Thursday,3,1,False,Night,Medium,False
2026-01-02,0,Junction_A,279,28,High,2,Friday,4,1,False,Night,High,True
2026-01-02,0,Junction_B,138,27,Low,2,Friday,4,1,False,Night,Medium,False
2026-01-02,0,Junction_C,165,38,Medium,2,Friday,4,1,False,Night,Medium,False
2026-01-02,1,Junction_A,134,53,Low,2,Friday,4,1,False,Night,Medium,False
2026-01-02,1,Junction_B,57,60,Low,2,Friday,4,1,False,Night,Low,False
2026-01-02,1,Junction_C,169,50,Medium,2,Friday,4,1,False,Night,Medium,False
2026-01-02,2,Junction_A,181,15,Medium,2,Friday,4,1,False,Night,Medium,False
2026-01-02,2,Junction_B,50,28,Low,2,Friday,4,1,False,Night,Low,False
2026-01-02,2,Junction_C,125,28,Low,2,Friday,4,1,False,Night,Low,False
2026-01-02,3,Junction_A,176,27,Medium,2,Friday,4,1,False,Night,Medium,False
2026-01-02,3,Junction_B,295,12,High,2,Friday,4,1,False,Night,High,True
2026-01-02,3,Junction_C,256,37,High,2,Friday,4,1,False,Night,High,True
2026-01-02,4,Junction_A,184,23,Medium,2,Friday,4,1,False,Night,Medium,False
2026-01-02,4,Junction_B,63,29,Low,2,Friday,4,1,False,Night,Low,False
2026-01-02,4,Junction_C,222,32,High,2,Friday,4,1,False,Night,High,False
2026-01-02,5,Junction_A,180,54,Medium,2,Friday,4,1,False,Night,Medium,False
2026-01-02,5,Junction_B,63,57,Low,2,Friday,4,1,False,Night,Low,False
2026-01-02,5,Junction_C,74,57,Low,2,Friday,4,1,False,Night,Low,False
2026-01-02,6,Junction_A,253,13,High,2,Friday,4,1,False,Morning,High,True
2026-01-02,6,Junction_B,71,38,Low,2,Friday,4,1,False,Morning,Low,False
2026-01-02,6,Junction_C,237,36,High,2,Friday,4,1,False,Morning,High,True
2026-01-02,7,Junction_A,116,23,Low,2,Friday,4,1,False,Morning,Low,False
2026-01-02,7,Junction_B,150,55,Medium,2,Friday,4,1,False,Morning,Medium,False
2026-01-02,7,Junction_C,162,30,Medium,2,Friday,4,1,False,Morning,Medium,False
2026-01-02,8,Junction_A,223,27,High,2,Friday,4,1,False,Morning,High,False
2026-01-02,8,Junction_B,272,21,High,2,Friday,4,1,False,Morning,High,True
2026-01-02,8,Junction_C,214,38,Medium,2,Friday,4,1,False,Morning,High,False
2026-01-02,9,Junction_A,117,19,Low,2,Friday,4,1,False,Morning,Low,False
2026-01-02,9,Junction_B,120,30,Low,2,Friday,4,1,False,Morning,Low,False
2026-01-02,9,Junction_C,216,28,Medium,2,Friday,4,1,False,Morning,High,False
2026-01-02,10,Junction_A,196,53,Medium,2,Friday,4,1,False,Morning,Medium,False
2026-01-02,10,Junction_B,252,34,High,2,Friday,4,1,False,Morning,High,True
2026-01-02,10,Junction_C,80,43,Low,2,Friday,4,1,False,Morning,Low,False
2026-01-02,11,Junction_A,299,32,High,2,Friday,4,1,False,Morning,High,True
2026-01-02,11,Junction_B,94,34,Low,2,Friday,4,1,False,Morning,Low,False
2026-01-02,11,Junction_C,210,54,Medium,2,Friday,4,1,False,Morning,Medium,False
2026-01-02,12,Junction_A,284,34,High,2,Friday,4,1,False,Afternoon,High,True
2026-01-02,12,Junction_B,91,22,Low,2,Friday,4,1,False,Afternoon,Low,False
2026-01-02,12,Junction_C,104,51,Low,2,Friday,4,1,False,Afternoon,Low,False
2026-01-02,13,Junction_A,216,25,Medium,2,Friday,4,1,False,Afternoon,High,False
2026-01-02,13,Junction_B,193,45,Medium,2,Friday,4,1,False,Afternoon,Medium,False
2026-01-02,13,Junction_C,177,16,Medium,2,Friday,4,1,False,Afternoon,Medium,False
2026-01-02,14,Junction_A,124,23,Low,2,Friday,4,1,False,Afternoon,Low,False
2026-01-02,14,Junction_B,99,19,Low,2,Friday,4,1,False,Afternoon,Low,False
2026-01-02,14,Junction_C,69,48,Low,2,Friday,4,1,False,Afternoon,Low,False
2026-01-02,15,Junction_A,80,37,Low,2,Friday,4,1,False,Afternoon,Low,False
2026-01-02,15,Junction_B,89,38,Low,2,Friday,4,1,False,Afternoon,Low,False
2026-01-02,15,Junction_C,242,11,High,2,Friday,4,1,False,Afternoon,High,True
2026-01-02,16,Junction_A,112,52,Low,2,Friday,4,1,False,Afternoon,Low,False
2026-01-02,16,Junction_B,255,29,High,2,Friday,4,1,False,Afternoon,High,True
2026-01-02,16,Junction_C,82,32,Low,2,Friday,4,1,False,Afternoon,Low,False
2026-01-02,17,Junction_A,265,43,High,2,Friday,4,1,False,Evening,High,True
2026-01-02,17,Junction_B,93,17,Low,2,Friday,4,1,False,Evening,Low,False
2026-01-02,17,Junction_C,255,15,High,2,Friday,4,1,False,Evening,High,True
2026-01-02,18,Junction_A,222,13,High,2,Friday,4,1,False,Evening,High,False
2026-01-02,18,Junction_B,222,49,High,2,Friday,4,1,False,Evening,High,False
2026-01-02,18,Junction_C,132,55,Low,2,Friday,4,1,False,Evening,Low,False
2026-01-02,19,Junction_A,244,58,High,2,Friday,4,1,False,Evening,High,True
2026-01-02,19,Junction_B,280,29,High,2,Friday,4,1,False,Evening,High,True
2026-01-02,19,Junction_C,285,19,High,2,Friday,4,1,False,Evening,High,True
2026-01-02,20,Junction_A,116,18,Low,2,Friday,4,1,False,Evening,Low,False
2026-01-02,20,Junction_B,210,30,Medium,2,Friday,4,1,False,Evening,Medium,False
2026-01-02,20,Junction_C,115,60,Low,2,Friday,4,1,False,Evening,Low,False
2026-01-02,21,Junction_A,231,29,High,2,Friday,4,1,False,Night,High,False
2026-01-02,21,Junction_B,83,21,Low,2,Friday,4,1,False,Night,Low,False
2026-01-02,21,Junction_C,228,13,High,2,Friday,4,1,False,Night,High,False
2026-01-02,22,Junction_A,272,33,High,2,Friday,4,1,False,Night,High,True
2026-01-02,22,Junction_B,70,33,Low,2,Friday,4,1,False,Night,Low,False
2026-01-02,22,Junction_C,187,42,Medium,2,Friday,4,1,False,Night,Medium,False
2026-01-02,23,Junction_A,123,21,Low,2,Friday,4,1,False,Night,Low,False
2026-01-02,23,Junction_B,190,52,Medium,2,Friday,4,1,False,Night,Medium,False
2026-01-02,23,Junction_C,241,58,High,2,Friday,4,1,False,Night,High,True
2026-01-03,0,Junction_A,122,55,Low,3,Saturday,5,1,True,Night,Low,False
2026-01-03,0,Junction_B,192,37,Medium,3,Saturday,5,1,True,Night,Medium,False
2026-01-03,0,Junction_C,90,44,Low,3,Saturday,5,1,True,Night,Low,False
2026-01-03,1,Junction_A,206,49,Medium,3,Saturday,5,1,True,Night,Medium,False
2026-01-03,1,Junction_B,50,42,Low,3,Saturday,5,1,True,Night,Low,False
2026-01-03,1,Junction_C,218,51,Medium,3,Saturday,5,1,True,Night,High,False
2026-01-03,2,Junction_A,106,14,Low,3,Saturday,5,1,True,Night,Low,False
2026-01-03,2,Junction_B,118,59,Low,3,Saturday,5,1,True,Night,Low,False
2026-01-03,2,Junction_C,159,18,Medium,3,Saturday,5,1,True,Night,Medium,False
2026-01-03,3,Junction_A,62,35,Low,3,Saturday,5,1,True,Night,Low,False
2026-01-03,3,Junction_B,51,18,Low,3,Saturday,5,1,True,Night,Low,False
2026-01-03,3,Junction_C,196,35,Medium,3,Saturday,5,1,True,Night,Medium,False
2026-01-03,4,Junction_A,212,15,Medium,3,Saturday,5,1,True,Night,Medium,False
2026-01-03,4,Junction_B,251,56,High,3,Saturday,5,1,True,Night,High,True
2026-01-03,4,Junction_C,160,22,Medium,3,Saturday,5,1,True,Night,Medium,False
2026-01-03,5,Junction_A,165,55,Medium,3,Saturday,5,1,True,Night,Medium,False
2026-01-03,5,Junction_B,60,17,Low,3,Saturday,5,1,True,Night,Low,False
2026-01-03,5,Junction_C,77,55,Low,3,Saturday,5,1,True,Night,Low,False
2026-01-03,6,Junction_A,77,12,Low,3,Saturday,5,1,True,Morning,Low,False
2026-01-03,6,Junction_B,84,22,Low,3,Saturday,5,1,True,Morning,Low,False
2026-01-03,6,Junction_C,266,54,High,3,Saturday,5,1,True,Morning,High,True
2026-01-03,7,Junction_A,294,39,High,3,Saturday,5,1,True,Morning,High,True
2026-01-03,7,Junction_B,124,45,Low,3,Saturday,5,1,True,Morning,Low,False
2026-01-03,7,Junction_C,104,37,Low,3,Saturday,5,1,True,Morning,Low,False
2026-01-03,8,Junction_A,280,33,High,3,Saturday,5,1,True,Morning,High,True
2026-01-03,8,Junction_B,62,23,Low,3,Saturday,5,1,True,Morning,Low,False
2026-01-03,8,Junction_C,203,18,Medium,3,Saturday,5,1,True,Morning,Medium,False
2026-01-03,9,Junction_A,155,47,Medium,3,Saturday,5,1,True,Morning,Medium,False
2026-01-03,9,Junction_B,131,48,Low,3,Saturday,5,1,True,Morning,Low,False
2026-01-03,9,Junction_C,225,55,High,3,Saturday,5,1,True,Morning,High,False
2026-01-03,10,Junction_A,213,60,Medium,3,Saturday,5,1,True,Morning,Medium,False
2026-01-03,10,Junction_B,140,44,Low,3,Saturday,5,1,True,Morning,Medium,False
2026-01-03,10,Junction_C,193,44,Medium,3,Saturday,5,1,True,Morning,Medium,False
2026-01-03,11,Junction_A,186,48,Medium,3,Saturday,5,1,True,Morning,Medium,False
2026-01-03,11,Junction_B,71,22,Low,3,Saturday,5,1,True,Morning,Low,False
2026-01-03,11,Junction_C,163,23,Medium,3,Saturday,5,1,True,Morning,Medium,False
2026-01-03,12,Junction_A,270,21,High,3,Saturday,5,1,True,Afternoon,High,True
2026-01-03,12,Junction_B,291,13,High,3,Saturday,5,1,True,Afternoon,High,True
2026-01-03,12,Junction_C,275,56,High,3,Saturday,5,1,True,Afternoon,High,True
2026-01-03,13,Junction_A,270,49,High,3,Saturday,5,1,True,Afternoon,High,True
2026-01-03,13,Junction_B,220,27,Medium,3,Saturday,5,1,True,Afternoon,High,False
2026-01-03,13,Junction_C,224,55,High,3,Saturday,5,1,True,Afternoon,High,False
2026-01-03,14,Junction_A,73,14,Low,3,Saturday,5,1,True,Afternoon,Low,False
2026-01-03,14,Junction_B,114,28,Low,3,Saturday,5,1,True,Afternoon,Low,False
2026-01-03,14,Junction_C,138,56,Low,3,Saturday,5,1,True,Afternoon,Medium,False
2026-01-03,15,Junction_A,203,45,Medium,3,Saturday,5,1,True,Afternoon,Medium,False
2026-01-03,15,Junction_B,231,25,High,3,Saturday,5,1,True,Afternoon,High,False
2026-01-03,15,Junction_C,154,27,Medium,3,Saturday,5,1,True,Afternoon,Medium,False
2026-01-03,16,Junction_A,67,37,Low,3,Saturday,5,1,True,Afternoon,Low,False
2026-01-03,16,Junction_B,147,32,Medium,3,Saturday,5,1,True,Afternoon,Medium,False
2026-01-03,16,Junction_C,270,58,High,3,Saturday,5,1,True,Afternoon,High,True
2026-01-03,17,Junction_A,85,35,Low,3,Saturday,5,1,True,Evening,Low,False
2026-01-03,17,Junction_B,60,53,Low,3,Saturday,5,1,True,Evening,Low,False
2026-01-03,17,Junction_C,122,18,Low,3,Saturday,5,1,True,Evening,Low,False
2026-01-03,18,Junction_A,213,34,Medium,3,Saturday,5,1,True,Evening,Medium,False
2026-01-03,18,Junction_B,185,24,Medium,3,Saturday,5,1,True,Evening,Medium,False
2026-01-03,18,Junction_C,174,27,Medium,3,Saturday,5,1,True,Evening,Medium,False
2026-01-03,19,Junction_A,251,11,High,3,Saturday,5,1,True,Evening,High,True
2026-01-03,19,Junction_B,115,14,Low,3,Saturday,5,1,True,Evening,Low,False
2026-01-03,19,Junction_C,75,53,Low,3,Saturday,5,1,True,Evening,Low,False
2026-01-03,20,Junction_A,208,55,Medium,3,Saturday,5,1,True,Evening,Medium,False
2026-01-03,20,Junction_B,223,13,High,3,Saturday,5,1,True,Evening,High,False
2026-01-03,20,Junction_C,268,59,High,3,Saturday,5,1,True,Evening,High,True
2026-01-03,21,Junction_A,261,14,High,3,Saturday,5,1,True,Night,High,True
2026-01-03,21,Junction_B,273,17,High,3,Saturday,5,1,True,Night,High,True
2026-01-03,21,Junction_C,263,59,High,3,Saturday,5,1,True,Night,High,True
2026-01-03,22,Junction_A,225,29,High,3,Saturday,5,1,True,Night,High,False
2026-01-03,22,Junction_B,260,51,High,3,Saturday,5,1,True,Night,High,True
2026-01-03,22,Junction_C,141,14,Medium,3,Saturday,5,1,True,Night,Medium,False
2026-01-03,23,Junction_A,152,43,Medium,3,Saturday,5,1,True,Night,Medium,False
2026-01-03,23,Junction_B,192,26,Medium,3,Saturday,5,1,True,Night,Medium,False
2026-01-03,23,Junction_C,186,22,Medium,3,Saturday,5,1,True,Night,Medium,False
2026-01-04,0,Junction_A,184,34,Medium,4,Sunday,6,1,True,Night,Medium,False
2026-01-04,0,Junction_B,118,10,Low,4,Sunday,6,1,True,Night,Low,False
2026-01-04,0,Junction_C,172,54,Medium,4,Sunday,6,1,True,Night,Medium,False
2026-01-04,1,Junction_A,159,34,Medium,4,Sunday,6,1,True,Night,Medium,False
2026-01-04,1,Junction_B,253,59,High,4,Sunday,6,1,True,Night,High,True
2026-01-04,1,Junction_C,235,25,High,4,Sunday,6,1,True,Night,High,True
2026-01-04,2,Junction_A,201,41,Medium,4,Sunday,6,1,True,Night,Medium,False
2026-01-04,2,Junction_B,290,27,High,4,Sunday,6,1,True,Night,High,True
2026-01-04,2,Junction_C,168,53,Medium,4,Sunday,6,1,True,Night,Medium,False
2026-01-04,3,Junction_A,219,26,Medium,4,Sunday,6,1,True,Night,High,False
2026-01-04,3,Junction_B,284,56,High,4,Sunday,6,1,True,Night,High,True
2026-01-04,3,Junction_C,213,22,Medium,4,Sunday,6,1,True,Night,Medium,False
2026-01-04,4,Junction_A,77,40,Low,4,Sunday,6,1,True,Night,Low,False
2026-01-04,4,Junction_B,73,22,Low,4,Sunday,6,1,True,Night,Low,False
2026-01-04,4,Junction_C,294,38,High,4,Sunday,6,1,True,Night,High,True
2026-01-04,5,Junction_A,81,13,Low,4,Sunday,6,1,True,Night,Low,False
2026-01-04,5,Junction_B,195,38,Medium,4,Sunday,6,1,True,Night,Medium,False
2026-01-04,5,Junction_C,172,15,Medium,4,Sunday,6,1,True,Night,Medium,False
2026-01-04,6,Junction_A,275,53,High,4,Sunday,6,1,True,Morning,High,True
2026-01-04,6,Junction_B,250,58,High,4,Sunday,6,1,True,Morning,High,True
2026-01-04,6,Junction_C,86,17,Low,4,Sunday,6,1,True,Morning,Low,False
2026-01-04,7,Junction_A,147,58,Medium,4,Sunday,6,1,True,Morning,Medium,False
2026-01-04,7,Junction_B,85,28,Low,4,Sunday,6,1,True,Morning,Low,False
2026-01-04,7,Junction_C,204,56,Medium,4,Sunday,6,1,True,Morning,Medium,False
2026-01-04,8,Junction_A,117,53,Low,4,Sunday,6,1,True,Morning,Low,False
2026-01-04,8,Junction_B,119,32,Low,4,Sunday,6,1,True,Morning,Low,False
2026-01-04,8,Junction_C,283,45,High,4,Sunday,6,1,True,Morning,High,True
2026-01-04,9,Junction_A,150,43,Medium,4,Sunday,6,1,True,Morning,Medium,False
2026-01-04,9,Junction_B,197,45,Medium,4,Sunday,6,1,True,Morning,Medium,False
2026-01-04,9,Junction_C,274,13,High,4,Sunday,6,1,True,Morning,High,True
2026-01-04,10,Junction_A,115,40,Low,4,Sunday,6,1,True,Morning,Low,False
2026-01-04,10,Junction_B,291,49,High,4,Sunday,6,1,True,Morning,High,True
2026-01-04,10,Junction_C,65,58,Low,4,Sunday,6,1,True,Morning,Low,False
2026-01-04,11,Junction_A,269,42,High,4,Sunday,6,1,True,Morning,High,True
2026-01-04,11,Junction_B,259,34,High,4,Sunday,6,1,True,Morning,High,True
2026-01-04,11,Junction_C,231,11,High,4,Sunday,6,1,True,Morning,High,False
2026-01-04,12,Junction_A,82,25,Low,4,Sunday,6,1,True,Afternoon,Low,False
2026-01-04,12,Junction_B,67,10,Low,4,Sunday,6,1,True,Afternoon,Low,False
2026-01-04,12,Junction_C,186,54,Medium,4,Sunday,6,1,True,Afternoon,Medium,False
2026-01-04,13,Junction_A,265,32,High,4,Sunday,6,1,True,Afternoon,High,True
2026-01-04,13,Junction_B,65,39,Low,4,Sunday,6,1,True,Afternoon,Low,False
2026-01-04,13,Junction_C,254,27,High,4,Sunday,6,1,True,Afternoon,High,True
2026-01-04,14,Junction_A,255,28,High,4,Sunday,6,1,True,Afternoon,High,True
2026-01-04,14,Junction_B,156,10,Medium,4,Sunday,6,1,True,Afternoon,Medium,False
2026-01-04,14,Junction_C,140,50,Low,4,Sunday,6,1,True,Afternoon,Medium,False
2026-01-04,15,Junction_A,139,27,Low,4,Sunday,6,1,True,Afternoon,Medium,False
2026-01-04,15,Junction_B,167,55,Medium,4,Sunday,6,1,True,Afternoon,Medium,False
2026-01-04,15,Junction_C,111,24,Low,4,Sunday,6,1,True,Afternoon,Low,False
2026-01-04,16,Junction_A,86,47,Low,4,Sunday,6,1,True,Afternoon,Low,False
2026-01-04,16,Junction_B,70,11,Low,4,Sunday,6,1,True,Afternoon,Low,False
2026-01-04,16,Junction_C,66,14,Low,4,Sunday,6,1,True,Afternoon,Low,False
2026-01-04,17,Junction_A,205,37,Medium,4,Sunday,6,1,True,Evening,Medium,False
2026-01-04,17,Junction_B,102,12,Low,4,Sunday,6,1,True,Evening,Low,False
2026-01-04,17,Junction_C,53,56,Low,4,Sunday,6,1,True,Evening,Low,False
2026-01-04,18,Junction_A,207,22,Medium,4,Sunday,6,1,True,Evening,Medium,False
2026-01-04,18,Junction_B,78,31,Low,4,Sunday,6,1,True,Evening,Low,False
2026-01-04,18,Junction_C,133,43,Low,4,Sunday,6,1,True,Evening,Medium,False
2026-01-04,19,Junction_A,107,29,Low,4,Sunday,6,1,True,Evening,Low,False
2026-01-04,19,Junction_B,236,27,High,4,Sunday,6,1,True,Evening,High,True
2026-01-04,19,Junction_C,280,46,High,4,Sunday,6,1,True,Evening,High,True
2026-01-04,20,Junction_A,145,16,Medium,4,Sunday,6,1,True,Evening,Medium,False
2026-01-04,20,Junction_B,291,44,High,4,Sunday,6,1,True,Evening,High,True
2026-01-04,20,Junction_C,157,16,Medium,4,Sunday,6,1,True,Evening,Medium,False
2026-01-04,21,Junction_A,91,38,Low,4,Sunday,6,1,True,Night,Low,False
2026-01-04,21,Junction_B,176,56,Medium,4,Sunday,6,1,True,Night,Medium,False
2026-01-04,21,Junction_C,265,11,High,4,Sunday,6,1,True,Night,High,True
2026-01-04,22,Junction_A,247,51,High,4,Sunday,6,1,True,Night,High,True
2026-01-04,22,Junction_B,131,17,Low,4,Sunday,6,1,True,Night,Low,False
2026-01-04,22,Junction_C,122,11,Low,4,Sunday,6,1,True,Night,Low,False
2026-01-04,23,Junction_A,75,10,Low,4,Sunday,6,1,True,Night,Low,False
2026-01-04,23,Junction_B,213,32,Medium,4,Sunday,6,1,True,Night,Medium,False
2026-01-04,23,Junction_C,272,13,High,4,Sunday,6,1,True,Night,High,True
2026-01-05,0,Junction_A,94,57,Low,5,Monday,0,1,False,Night,Low,False
2026-01-05,0,Junction_B,91,26,Low,5,Monday,0,1,False,Night,Low,False
2026-01-05,0,Junction_C,187,41,Medium,5,Monday,0,1,False,Night,Medium,False
2026-01-05,1,Junction_A,284,34,High,5,Monday,0,1,False,Night,High,True
2026-01-05,1,Junction_B,284,49,High,5,Monday,0,1,False,Night,High,True
2026-01-05,1,Junction_C,127,49,Low,5,Monday,0,1,False,Night,Low,False
2026-01-05,2,Junction_A,95,31,Low,5,Monday,0,1,False,Night,Low,False
2026-01-05,2,Junction_B,292,52,High,5,Monday,0,1,False,Night,High,True
2026-01-05,2,Junction_C,227,20,High,5,Monday,0,1,False,Night,High,False
2026-01-05,3,Junction_A,209,38,Medium,5,Monday,0,1,False,Night,Medium,False
2026-01-05,3,Junction_B,85,17,Low,5,Monday,0,1,False,Night,Low,False
2026-01-05,3,Junction_C,138,39,Low,5,Monday,0,1,False,Night,Medium,False
2026-01-05,4,Junction_A,176,18,Medium,5,Monday,0,1,False,Night,Medium,False
2026-01-05,4,Junction_B,188,36,Medium,5,Monday,0,1,False,Night,Medium,False
2026-01-05,4,Junction_C,175,57,Medium,5,Monday,0,1,False,Night,Medium,False
2026-01-05,5,Junction_A,138,32,Low,5,Monday,0,1,False,Night,Medium,False
2026-01-05,5,Junction_B,135,33,Low,5,Monday,0,1,False,Night,Medium,False
2026-01-05,5,Junction_C,73,14,Low,5,Monday,0,1,False,Night,Low,False
2026-01-05,6,Junction_A,149,51,Medium,5,Monday,0,1,False,Morning,Medium,False
2026-01-05,6,Junction_B,261,54,High,5,Monday,0,1,False,Morning,High,True
2026-01-05,6,Junction_C,211,51,Medium,5,Monday,0,1,False,Morning,Medium,False
2026-01-05,7,Junction_A,299,15,High,5,Monday,0,1,False,Morning,High,True
2026-01-05,7,Junction_B,91,34,Low,5,Monday,0,1,False,Morning,Low,False
2026-01-05,7,Junction_C,278,55,High,5,Monday,0,1,False,Morning,High,True
2026-01-05,8,Junction_A,193,22,Medium,5,Monday,0,1,False,Morning,Medium,False
2026-01-05,8,Junction_B,61,54,Low,5,Monday,0,1,False,Morning,Low,False
2026-01-05,8,Junction_C,232,58,High,5,Monday,0,1,False,Morning,High,False
2026-01-05,9,Junction_A,180,15,Medium,5,Monday,0,1,False,Morning,Medium,False
